CRN_final,cohort,grant_date_real,grant_year,Award Offered (£),Sector,Enterprise Size,enterprise_size_clean,Is Lead Participant,Innovate UK Product Type,prior_iuk_grant_received,total_iuk_grants,grant_rank,Address Region,is_crf,prior_source_grant,inc_date,company_age_at_grant,R/O Postal region,Legal form,SME indicator,Number of current directors,no_financial_data,pregrant_year,pregrant_current_assets,pregrant_current_liabilities,pregrant_total_assets,pregrant_long_term_liabilities,pregrant_net_tangible_assets,pregrant_fixed_assets,pregrant_turnover,pregrant_profit_loss,pregrant_creditors,pregrant_total_liabilities,pregrant_net_assets,pregrant_current_ratio,pregrant_leverage_ratio,pregrant_working_capital,pregrant_profit_margin,pregrant_roa,corporate_psc_flag,sic_code_dg,accounts_overdue,last_accounts_date,n_grant_rows,total_award_allgrants,first_grant_year,last_grant_year,prior_iuk_grant_received_ever,survival_36m_final,follow_on_equity_3yr,further_grant_bh
OC316099,Cohort C,2016-06-01,2016,20966.0,Clean Growth & Infrastructure,Small,Small,No,Collaborative R&D,0.0,1.0,1.0,East of England,False,,2005-10-11,10.6,Eastern,Limited Liability Partnership,,2,0,2015,74870,-22888.0,75487,,52599,617.0,,,,-22888.0,52599.0,3.271,0.303204525282499,51982.0,,,0,,1,2024-08-10,1,20966.0,2016,2016,0.0,1,,
07893442,Cohort C,2016-06-01,2016,122642.0,Clean Growth & Infrastructure,Micro,Micro,No,Collaborative R&D,0.0,1.0,1.0,South East,False,,2011-12-29,4.4,Southern,Private Limited,1.0,2,0,2015,241284,-177164.0,271624,,94460,30340.0,,,,-177164.0,94460.0,1.362,0.6522398609843019,64120.0,,,0,62020.0,0,2025-12-23,1,122642.0,2016,2016,0.0,1,,
08037159,Cohort B,2016-07-01,2016,90328.0,AI & Data Economy,Micro,Micro,Yes,Feasibility Studies,1.0,5.0,1.0,Scotland,False,,2012-04-19,4.2,East Midlands,Private Limited,1.0,1,0,2015,163545,-88965.0,166875,-46489.0,77910,3330.0,,,,-135454.0,31421.0,1.838,0.8117093632958802,74580.0,,,0,72190.0,0,2026-01-24,1,90328.0,2016,2016,1.0,1,0.0,1.0
SC211759,Cohort B,2016-07-01,2016,38077.0,AI & Data Economy,Small,Small,No,Feasibility Studies,1.0,22.0,1.0,Scotland,False,,2000-09-10,15.8,Scotland,Private Limited,1.0,3,0,2015,1865260,-1097976.0,2889859,-1940140.0,1706883,1024599.0,,,,-3038116.0,-148257.0,1.699,1.051302502994091,767284.0,,,1,26110.0,0,2025-06-13,1,38077.0,2016,2016,1.0,1,0.0,1.0
06338847,Cohort B,2016-07-01,2016,83267.0,AI & Data Economy,Micro,Micro,Yes,Feasibility Studies,1.0,18.0,1.0,South East,False,,2007-09-08,8.8,Southern,Private Limited,1.0,3,0,2015,520387,-85779.0,627046,-479760.0,456132,106659.0,,,,-565539.0,61507.0,6.067,0.9019099077260679,434608.0,,,1,72190.0,0,2025-09-26,1,83267.0,2016,2016,1.0,1,0.0,1.0
07081471,Cohort B,2016-07-01,2016,217454.0,AI & Data Economy,Micro,Micro,Yes,Collaborative R&D,1.0,5.0,1.0,South East,False,,2009-11-19,6.6,Southern,Private Limited,1.0,2,0,2015,175717,-28267.0,189016,,160749,13299.0,,,,-28267.0,160749.0,6.216,0.1495481863969188,147450.0,,,0,62020.0,0,2026-01-07,1,217454.0,2016,2016,1.0,1,0.0,1.0
07573638,Cohort B,2016-07-01,2016,96093.0,AI & Data Economy,Small,Small,No,Collaborative R&D,1.0,2.0,1.0,London,False,,2011-03-22,5.3,Southern,Private Limited,1.0,0,0,2015,573452,-2687034.0,866787,,-1820247,293335.0,2286573.0,-1273968.0,160934.0,-2687034.0,-1820247.0,0.213,3.099993423989977,-2113582.0,-0.557,-1.47,0,59111.0,1,2017-03-02,1,96093.0,2016,2016,1.0,0,,
06990585,Cohort B,2016-07-01,2016,144047.0,AI & Data Economy,Small,Small,No,Collaborative R&D,1.0,4.0,1.0,South East,False,,2009-08-14,6.9,London Inner,Private Limited,1.0,1,0,2015,576941,-247509.0,725756,-29763.0,478247,148815.0,,,,-277272.0,448484.0,2.331,0.3820457564250244,329432.0,,,0,59120.0,0,2025-05-29,1,144047.0,2016,2016,1.0,1,,
04642027,Cohort B,2016-07-01,2016,191347.0,AI & Data Economy,Medium,Medium,Yes,Collaborative R&D,1.0,6.0,1.0,London,False,,2003-01-20,13.4,West Midlands,Private Limited,0.0,5,0,2015,35712000,-15962000.0,42116000,-60000.0,24511000,6404000.0,31275000.0,4764000.0,-236067.0,-16022000.0,26094000.0,2.237,0.3804254914996676,19750000.0,0.152,0.113,1,62090.0,0,2025-07-16,1,191347.0,2016,2016,1.0,1,0.0,1.0
08132505,Cohort B,2016-07-01,2016,198253.0,AI & Data Economy,Small,Small,Yes,Collaborative R&D,1.0,3.0,1.0,London,False,,2012-05-07,4.2,London Inner,Private Limited,1.0,2,0,2015,492338,-548494.0,611752,-1000.0,11353,119414.0,,,,-549494.0,62258.0,0.898,0.8982300017000353,-56156.0,,,0,59111.0,0,2025-06-25,1,198253.0,2016,2016,1.0,1,,
02931911,Cohort B,2016-07-01,2016,273111.0,AI & Data Economy,Micro,Micro,Yes,Collaborative R&D,0.0,1.0,1.0,South West,False,,1994-05-23,22.1,South Western,Private Limited,1.0,0,0,2015,271861,-192820.0,275123,,82303,3262.0,,,,-192820.0,82303.0,1.41,0.7008501651988384,79041.0,,,0,62030.0,1,2019-01-09,1,273111.0,2016,2016,0.0,1,0.0,0.0
05654040,Cohort B,2016-07-01,2016,87189.0,AI & Data Economy,Micro,Micro,No,Collaborative R&D,1.0,3.0,1.0,North West,False,,2005-12-14,10.5,North West,Private Limited,1.0,2,0,2015,103712,-49112.0,154469,-1843.0,105357,50757.0,,,,-50955.0,103514.0,2.112,0.329872013154743,54600.0,,,0,62030.0,0,2026-05-06,1,87189.0,2016,2016,1.0,1,0.0,1.0
08235460,Cohort C,2016-07-01,2016,24010.0,Clean Growth & Infrastructure,Medium,Medium,Yes,Feasibility Studies,1.0,2.0,1.0,London,False,,2012-01-10,4.5,London Inner,Private Limited,1.0,7,0,2015,644366,-107637.0,644366,,536729,,,,,-107637.0,536729.0,5.986,0.1670432642318186,536729.0,,,0,71111.0,0,2025-12-10,1,24010.0,2016,2016,1.0,1,,
04996104,Cohort C,2016-07-01,2016,54960.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,2.0,1.0,Wales,False,,2003-12-16,12.5,East Midlands,Private Limited,1.0,0,0,2015,598793,-33492.0,605579,,572087,6786.0,,,,-33492.0,572087.0,17.879,0.05530574871321495,565301.0,,,0,72190.0,0,2025-03-27,1,54960.0,2016,2016,1.0,1,,
SC426874,Cohort C,2016-07-01,2016,67037.0,Clean Growth & Infrastructure,Micro,Micro,No,Collaborative R&D,0.0,1.0,1.0,Scotland,False,,2012-06-25,4.0,Scotland,Private Limited,1.0,5,0,2015,10213,-47691.0,10700,-36000.0,-36991,487.0,,,,-83691.0,-72991.0,0.214,7.821588785046729,-37478.0,,,0,62012.0,0,2025-07-21,1,67037.0,2016,2016,0.0,1,,
SC054448,Cohort C,2016-07-01,2016,35741.0,Clean Growth & Infrastructure,Small,Small,No,Collaborative R&D,1.0,3.0,1.0,Scotland,False,,1973-07-11,43.0,Scotland,Private Limited,1.0,4,0,2015,2423638,-668623.0,3256451,-176037.0,2587828,832813.0,,,,-844660.0,2411791.0,3.625,0.2593805342073319,1755015.0,,,0,27110.0,1,2025-03-27,1,35741.0,2016,2016,1.0,1,,
07296537,Cohort C,2016-07-01,2016,116558.0,Clean Growth & Infrastructure,Micro,Micro,No,Collaborative R&D,0.0,1.0,1.0,London,False,,2010-06-28,6.0,London Inner,Private Limited,1.0,0,0,2015,14325,-8937.0,16005,-336.0,7068,1680.0,,,,-9273.0,6732.0,1.603,0.5793814432989691,5388.0,,,0,62012.0,1,2024-11-08,1,116558.0,2016,2016,0.0,1,,
07203051,Cohort C,2016-07-01,2016,215855.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Collaborative R&D,0.0,1.0,1.0,East of England,False,,2010-03-25,6.3,London Inner,Private Limited,1.0,2,0,2015,176608,-69950.0,181471,-971.0,111521,4863.0,,,,-70921.0,110550.0,2.525,0.3908117550462608,106658.0,,,0,62012.0,0,2025-09-12,1,215855.0,2016,2016,0.0,1,,
02814583,Cohort B,2016-08-01,2016,4650.0,AI & Data Economy,Micro,Micro,No,Collaborative R&D,0.0,1.0,1.0,London,False,,1993-04-05,23.3,London Outer,Guarantee,1.0,12,0,2015,126327,-144847.0,138144,,-6703,11817.0,,,,-144847.0,-6703.0,0.872,1.048521832290943,-18520.0,,,0,94990.0,0,2025-08-18,1,4650.0,2016,2016,0.0,1,0.0,0.0
01755476,Cohort B,2016-08-01,2016,5113.0,AI & Data Economy,Small,Small,No,Collaborative R&D,0.0,1.0,1.0,London,False,,1983-09-22,32.9,London Inner,Guarantee,1.0,9,0,2015,584255,-489119.0,1626233,-6000.0,1137114,1041978.0,2590200.0,75043.0,-213.0,-495119.0,1131114.0,1.195,0.3044576023238982,95136.0,0.029,0.046,0,94110.0,0,2025-07-02,1,5113.0,2016,2016,0.0,1,0.0,0.0
03954387,Cohort B,2016-08-01,2016,99088.0,AI & Data Economy,Small,Small,No,Collaborative R&D,1.0,2.0,1.0,Yorkshire and The Humber,False,,2000-03-22,16.4,Yorks & Humberside,Private Limited,1.0,3,0,2015,558135,-580457.0,1076025,-51000.0,-18713,517890.0,,,,-631457.0,444568.0,0.962,0.586842313143282,-22322.0,,,0,62012.0,0,2025-12-12,1,99088.0,2016,2016,1.0,1,,
06809820,Cohort B,2016-08-01,2016,5203.0,AI & Data Economy,Small,Small,No,Collaborative R&D,0.0,1.0,1.0,London,False,,2009-04-02,7.3,London Inner,Private Limited,1.0,4,0,2015,12328000,-11829000.0,12841000,,1012000,513000.0,8952000.0,8000.0,-104000.0,-11829000.0,1012000.0,1.042,0.9211899384783117,499000.0,0.001,0.001,1,68100.0,0,2025-12-20,1,5203.0,2016,2016,0.0,1,0.0,0.0
05196344,Cohort B,2016-08-01,2016,4713.0,AI & Data Economy,Small,Small,No,Collaborative R&D,0.0,1.0,1.0,North West,False,,2004-03-08,12.4,North West,Private Limited,1.0,0,0,2015,901396,-734972.0,973759,-10791.0,238787,72363.0,,,,-745763.0,227996.0,1.226,0.7658599304345326,166424.0,,,0,73110.0,1,2019-12-23,1,4713.0,2016,2016,0.0,1,0.0,0.0
04598348,Cohort B,2016-08-01,2016,265484.0,AI & Data Economy,Small,Small,Yes,Collaborative R&D,0.0,1.0,1.0,South East,False,,2002-11-22,13.7,London Inner,Private Limited,1.0,2,0,2015,1560593,-3009818.0,2384568,-122255.0,-678922,823975.0,4258889.0,-302718.0,184456.0,-3132073.0,-747505.0,0.519,1.313476067782508,-1449225.0,-0.071,-0.127,0,63990.0,0,2025-09-30,1,265484.0,2016,2016,0.0,1,,
08115683,Cohort B,2016-09-01,2016,42000.0,AI & Data Economy,Micro,Micro,Yes,Procurement,0.0,1.0,1.0,Wales,False,,2012-06-22,4.2,Wales,Private Limited,1.0,2,0,2015,52667,-8140.0,53721,,45581,1054.0,,,,-8140.0,45581.0,6.47,0.1515236127398969,44527.0,,,0,90030.0,0,2026-02-25,1,42000.0,2016,2016,0.0,1,0.0,1.0
07411241,Cohort C,2016-09-01,2016,15054.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,2.0,1.0,South East,False,,2010-10-18,5.9,Southern,Private Limited,1.0,7,0,2015,261755,-188730.0,261755,,73025,,,,,-188730.0,73025.0,1.387,0.7210177456018032,73025.0,,,0,62090.0,0,2025-09-29,1,15054.0,2016,2016,1.0,1,,
05031272,Cohort C,2016-09-01,2016,430912.0,Clean Growth & Infrastructure,Small,Small,Yes,Collaborative R&D,0.0,1.0,1.0,North East,False,,2004-02-02,12.6,London Inner,Private Limited,1.0,0,0,2015,4823193,-326383.0,6053753,-192474.0,5727370,1230560.0,,,,-518857.0,5534896.0,14.778,0.08570832011150768,4496810.0,,,0,28990.0,1,2023-07-06,1,430912.0,2016,2016,0.0,1,,
06638793,Cohort C,2016-09-01,2016,52857.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,East Midlands,False,,2008-04-07,8.4,East Midlands,Private Limited,1.0,1,0,2015,25990,-5223.0,30185,,24962,4195.0,,,,-5223.0,24962.0,4.976,0.1730329633924134,20767.0,,,0,74901.0,0,2025-10-24,1,52857.0,2016,2016,0.0,1,,
02199121,Cohort C,2016-09-01,2016,24801.0,Clean Growth & Infrastructure,Small,Small,No,Feasibility Studies,1.0,2.0,1.0,Yorkshire and The Humber,False,,1987-11-26,28.8,Yorks & Humberside,Private Limited,1.0,3,0,2015,1412675,-531671.0,1513196,-29000.0,947775,100521.0,,,,-560671.0,952525.0,2.657,0.370521069312898,881004.0,,,0,38310.0,0,2026-03-23,1,24801.0,2016,2016,1.0,1,,
06764280,Cohort C,2016-09-01,2016,69541.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,16.0,1.0,East of England,False,,2008-03-12,8.5,Eastern,Private Limited,1.0,1,0,2015,78284,-27354.0,120547,,59077,42263.0,,,,-27354.0,93193.0,2.862,0.2269156428612906,50930.0,,,0,72190.0,0,2025-09-25,1,69541.0,2016,2016,1.0,1,,
02777816,Cohort C,2016-09-01,2016,87790.0,Clean Growth & Infrastructure,Medium,Medium,Yes,Feasibility Studies,1.0,4.0,1.0,West Midlands,False,,1993-07-01,23.2,West Midlands,Private Limited,1.0,4,0,2015,1946349,-367133.0,1996374,,1629241,50025.0,,,,-367133.0,1629241.0,5.301,0.1838999105378051,1579216.0,,,0,27120.0,0,2025-03-29,1,87790.0,2016,2016,1.0,1,,
01857001,Cohort C,2016-09-01,2016,82057.0,Clean Growth & Infrastructure,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,West Midlands,False,,1984-10-19,31.9,West Midlands,Private Limited,1.0,0,0,2015,5757313,-3952054.0,8126863,-250270.0,4030069,2369550.0,8702343.0,-988625.0,360019.0,-4202324.0,3924539.0,1.457,0.5170905428084612,1805259.0,-0.114,-0.122,0,28990.0,1,2022-03-30,1,82057.0,2016,2016,0.0,1,,
00641876,Cohort C,2016-09-01,2016,50267.0,Clean Growth & Infrastructure,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,West Midlands,False,,1959-12-11,56.7,West Midlands,Private Limited,1.0,3,0,2015,4968229,-3848883.0,8806341,-2672524.0,4922496,3838112.0,13796643.0,-581705.0,218749.0,-6521407.0,2284934.0,1.291,0.74053537104684,1119346.0,-0.042,-0.066,0,68209.0,0,2025-09-17,1,50267.0,2016,2016,0.0,1,,
03166948,Cohort C,2016-09-01,2016,97938.0,Clean Growth & Infrastructure,Small,Small,Yes,Feasibility Studies,1.0,5.0,1.0,West Midlands,False,,1996-01-03,20.7,West Midlands,Private Limited,1.0,1,0,2015,298599,-182070.0,301745,,119675,3146.0,,,,-182070.0,119675.0,1.64,0.6033902798720774,116529.0,,,0,32990.0,0,2025-07-07,1,97938.0,2016,2016,1.0,1,,
08626722,Cohort C,2016-09-01,2016,28000.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,1.0,2.0,1.0,West Midlands,False,,2013-07-26,3.1,West Midlands,Private Limited,1.0,0,0,2015,75435,-106552.0,93547,,-13005,18112.0,,,,-106552.0,-13005.0,0.708,1.139021026863502,-31117.0,,,0,29310.0,1,2018-04-27,1,28000.0,2016,2016,1.0,0,,
04079715,Cohort C,2016-09-01,2016,2386091.0,Clean Growth & Infrastructure,Medium,Medium,Yes,Collaborative R&D,1.0,2.0,1.0,South East,False,,2000-09-28,15.9,Southern,Private Limited,1.0,5,0,2015,2273529,-899969.0,7574470,-978566.0,1562967,5300941.0,5395519.0,-52423.0,2019.0,-1878535.0,5695935.0,2.526,0.2480087715708162,1373560.0,-0.01,-0.007,0,62012.0,0,2025-09-30,1,2386091.0,2016,2016,1.0,1,,
00952502,Cohort B,2016-10-01,2016,44722.0,AI & Data Economy,Medium,Medium,No,Feasibility Studies,1.0,20.0,1.0,London,False,,1969-04-21,47.4,London Inner,Private Limited,1.0,4,0,2015,12442000,-3459000.0,14464000,-857000.0,11005000,2022000.0,18530000.0,-4447000.0,23000.0,-4316000.0,10148000.0,3.597,0.2983960176991151,8983000.0,-0.24,-0.307,1,27900.0,0,2025-05-08,1,44722.0,2016,2016,1.0,1,0.0,0.0
01117972,Cohort B,2016-10-01,2016,35143.0,AI & Data Economy,Small,Small,No,Collaborative R&D,0.0,1.0,1.0,South East,False,,1973-12-06,42.8,Southern,Private Limited,1.0,0,0,2015,554314,-405344.0,780059,,374715,225745.0,,,,-405344.0,374715.0,1.368,0.519632489337345,148970.0,,,0,90040.0,1,2018-12-20,1,35143.0,2016,2016,0.0,1,0.0,0.0
04557516,Cohort B,2016-10-01,2016,22364.0,AI & Data Economy,Micro,Micro,No,Collaborative R&D,0.0,1.0,1.0,South East,False,,2002-09-10,14.1,Southern,Private Limited,1.0,1,0,2015,9986,-14215.0,16043,,1828,6057.0,,,,-14215.0,1828.0,0.702,0.8860562238982734,-4229.0,,,0,59111.0,0,2025-06-25,1,22364.0,2016,2016,0.0,1,0.0,0.0
06196564,Cohort B,2016-10-01,2016,25006.0,AI & Data Economy,Micro,Micro,No,Collaborative R&D,0.0,1.0,1.0,South East,False,,2007-02-04,9.7,Southern,Private Limited,1.0,0,0,2015,8317,-6307.0,9190,,2883,873.0,,,,-6307.0,2883.0,1.319,0.6862894450489663,2010.0,,,0,82990.0,1,2024-06-26,1,25006.0,2016,2016,0.0,1,0.0,1.0
09235524,Cohort B,2016-10-01,2016,13916.0,AI & Data Economy,Micro,Micro,No,Feasibility Studies,1.0,5.0,1.0,East of England,False,,2014-09-25,2.0,West Midlands,Private Limited,1.0,0,0,2015,73535,-799669.0,239881,,-721663,166346.0,,,,-799669.0,-559788.0,0.092,3.333607080177254,-726134.0,,,1,62090.0,1,2024-12-09,1,13916.0,2016,2016,1.0,1,0.0,1.0
07598677,Cohort B,2016-10-01,2016,45734.0,AI & Data Economy,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,London,False,,2011-11-04,4.9,London Outer,Private Limited,1.0,3,0,2015,10838,-1472.0,28574,,9782,17736.0,,,,-1472.0,27102.0,7.363,0.05151536361727445,9366.0,,,0,63120.0,0,2026-01-21,1,45734.0,2016,2016,0.0,1,,
06669123,Cohort C,2016-10-01,2016,127931.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,3.0,1.0,Wales,False,,2008-11-08,7.9,Wales,Private Limited,1.0,6,0,2015,1513095,-2158.0,1521668,,1519510,8573.0,,,,-2158.0,1519510.0,89.16025,0.01159327931658461,1510937.0,,,0,32990.0,0,2025-12-18,1,127931.0,2016,2016,1.0,1,,
02466435,Cohort C,2016-10-01,2016,44288.0,Clean Growth & Infrastructure,Small,Small,No,Feasibility Studies,1.0,7.0,1.0,South West,False,,1990-02-02,26.7,South Western,Private Limited,1.0,7,0,2015,561401,-161936.0,602280,-6801.0,440344,40879.0,,,,-168737.0,433543.0,3.467,0.2801637112306569,399465.0,,,0,26511.0,0,2025-07-31,1,44288.0,2016,2016,1.0,1,,
SC402341,Cohort C,2016-10-01,2016,104845.0,Clean Growth & Infrastructure,Small,Small,No,Feasibility Studies,0.0,1.0,1.0,Scotland,False,,2011-06-24,5.3,Scotland,Private Limited,1.0,0,0,2015,14617349,-12910659.0,14681300,,1770641,63951.0,5292917.0,-437504.0,-91328.0,-12910659.0,1770641.0,1.132,0.8793948083616574,1706690.0,-0.083,-0.03,0,9100.0,1,2018-04-03,1,104845.0,2016,2016,0.0,0,,
SC174695,Cohort C,2016-10-01,2016,32084.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,Scotland,False,,1997-04-21,19.4,Scotland,Private Limited,1.0,0,0,2015,21576,-12684.0,24427,-23287.0,9198,2851.0,,,,-35971.0,-11544.0,1.701,1.472591804151144,8892.0,,,0,25720.0,1,2025-04-16,1,32084.0,2016,2016,0.0,1,,
09233963,Cohort C,2016-10-01,2016,49041.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,2.0,1.0,East Midlands,False,,2014-09-24,2.0,East Midlands,Private Limited,1.0,3,0,2015,57769,-54495.0,58558,,4063,789.0,,,,-54495.0,4063.0,1.06,0.9306157997199358,3274.0,,,0,62012.0,0,2025-09-16,1,49041.0,2016,2016,1.0,1,,
02190128,Cohort C,2016-10-01,2016,59622.0,Clean Growth & Infrastructure,Medium,Medium,Yes,Feasibility Studies,1.0,2.0,1.0,East Midlands,False,,1987-09-11,29.1,Yorks & Humberside,Private Limited,1.0,7,0,2015,3108481,-2437046.0,4341472,-669101.0,1904426,1232991.0,12001845.0,-16147.0,264744.0,-3106147.0,1235325.0,1.276,0.7154594110016143,671435.0,-0.001,-0.004,0,32990.0,0,2025-09-19,1,59622.0,2016,2016,1.0,1,,
07479084,Cohort C,2016-10-01,2016,54197.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,South West,False,,2010-12-29,5.8,Wales,Private Limited,1.0,0,0,2015,4623,-1656.0,7427,-41660.0,3443,2804.0,,,,-43316.0,-35889.0,2.792,5.832233741753063,2967.0,,,0,35110.0,1,2019-02-18,1,54197.0,2016,2016,0.0,1,,
03579143,Cohort C,2016-10-01,2016,74726.0,Clean Growth & Infrastructure,Medium,Medium,Yes,Feasibility Studies,0.0,1.0,1.0,South East,False,,1998-10-06,18.0,South Eastern,Private Limited,1.0,2,0,2015,2324654,-1000037.0,2712162,,1712125,387508.0,7236032.0,890965.0,-138187.0,-1000037.0,1712125.0,2.325,0.3687231809899261,1324617.0,0.123,0.329,0,9100.0,0,2025-04-28,1,74726.0,2016,2016,0.0,1,,
SC470807,Cohort C,2016-10-01,2016,32165.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,1.0,2.0,1.0,Scotland,False,,2014-02-24,2.6,Scotland,Private Limited,1.0,0,0,2015,18986,-8302.0,18986,,10684,,,,,-8302.0,10684.0,2.287,0.4372695670494048,10684.0,,,0,62090.0,1,2017-11-30,1,32165.0,2016,2016,1.0,0,,
09353913,Cohort C,2016-10-01,2016,134634.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,South East,False,,2014-12-12,1.8,Southern,Private Limited,1.0,2,0,2015,6900,-20875.0,53980,,-13975,47080.0,,,,-20875.0,33105.0,0.331,0.3867173027047054,-13975.0,,,0,82990.0,0,2025-09-29,1,134634.0,2016,2016,0.0,1,,
07450495,Cohort C,2016-10-01,2016,88419.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,2.0,1.0,South West,False,,2010-11-24,5.9,South Western,Private Limited,1.0,2,0,2015,430380,-753457.0,655381,,-98077,225001.0,,,,-753457.0,-98076.0,0.571,1.149647304392407,-323077.0,,,0,82990.0,0,2026-03-25,1,88419.0,2016,2016,1.0,1,,
SC433924,Cohort C,2016-10-01,2016,69967.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,4.0,1.0,Scotland,False,,2012-03-10,4.6,Scotland,Private Limited,1.0,2,0,2015,2227,-54391.0,40217,,-26818,37990.0,,,,-54391.0,-14174.0,0.041,1.352438023721312,-52164.0,,,0,32990.0,0,2026-04-27,1,69967.0,2016,2016,1.0,1,,
SC410592,Cohort C,2016-10-01,2016,90804.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,Scotland,False,,2011-03-11,5.6,Scotland,Private Limited,,2,0,2015,16899,-16917.0,16899,,-18,,,,,-16917.0,-18.0,0.999,1.001065151784129,-18.0,,,0,32990.0,0,2025-12-23,1,90804.0,2016,2016,0.0,1,,
02652220,Cohort C,2016-10-01,2016,69990.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,South West,False,,1991-08-10,25.1,South Western,Private Limited,1.0,5,0,2015,47775,-29537.0,49004,,19467,1229.0,,,,-29537.0,19467.0,1.617,0.6027467145539139,18238.0,,,0,26200.0,0,2025-05-29,1,69990.0,2016,2016,0.0,1,,
07827384,Cohort C,2016-10-01,2016,129102.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,9.0,1.0,South East,False,,2011-10-28,4.9,London Inner,Private Limited,1.0,0,0,2015,666,-27046.0,4309,,-26380,3643.0,,,,-27046.0,-22737.0,0.025,6.2766303086563,-26380.0,,,0,82990.0,0,2024-12-10,1,129102.0,2016,2016,1.0,1,,
SC105188,Cohort C,2016-10-01,2016,29539.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,1.0,4.0,1.0,Scotland,False,,1987-06-15,29.3,Scotland,Private Limited,1.0,0,0,2015,216329,-37739.0,216329,,178590,,,,,-37739.0,178590.0,5.732,0.1744518765398999,178590.0,,,0,62020.0,1,2024-12-02,1,29539.0,2016,2016,1.0,1,,
SC181158,Cohort C,2016-10-01,2016,75000.0,Clean Growth & Infrastructure,Small,Small,Yes,Feasibility Studies,0.0,1.0,1.0,Scotland,False,,1997-01-12,19.7,Scotland,Private Limited,1.0,0,0,2015,1901291,-664457.0,2552621,-26235.0,1823906,651330.0,,,,-690692.0,1861929.0,2.861,0.2705814925129896,1236834.0,,,0,72190.0,0,2025-09-17,1,75000.0,2016,2016,0.0,1,0.0,1.0
SC448322,Cohort C,2016-10-01,2016,38115.0,Clean Growth & Infrastructure,Micro,Micro,No,Collaborative R&D,0.0,1.0,1.0,Scotland,False,,2013-04-23,3.4,Scotland,Private Limited,1.0,0,0,2015,2,,2,,2,,,,,,,,,,,,0,71122.0,1,2021-04-30,1,38115.0,2016,2016,0.0,1,,
SC356586,Cohort C,2016-10-01,2016,383840.0,Clean Growth & Infrastructure,Small,Small,Yes,Collaborative R&D,0.0,1.0,1.0,Scotland,False,,2009-03-16,7.5,Scotland,Private Limited,1.0,1,0,2015,18690,-496330.0,18690,-800.0,-477640,,,,,-497130.0,-478440.0,0.038,26.59871589085072,-477640.0,,,0,71122.0,0,2025-10-03,1,383840.0,2016,2016,0.0,1,,
04750292,Cohort C,2016-10-01,2016,586878.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Collaborative R&D,1.0,3.0,1.0,East of England,False,,2003-01-05,13.7,Southern,Private Limited,1.0,4,0,2015,137237,-87915.0,140911,,52996,3674.0,,,,-87915.0,52996.0,1.561,0.623904450326802,49322.0,,,0,72190.0,0,2026-02-17,1,586878.0,2016,2016,1.0,1,,
03643676,Cohort C,2016-10-01,2016,81843.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,South East,False,,1998-05-10,18.4,Southern,Private Limited,1.0,2,0,2015,67383,,83008,-71388.0,83008,15625.0,,,,,,,,,,,0,74100.0,0,2025-07-28,1,81843.0,2016,2016,0.0,1,,
08327366,Cohort C,2016-10-01,2016,21085.13,Clean Growth & Infrastructure,Micro/small,Micro/Small,No,Collaborative R&D,1.0,3.0,1.0,North West,False,,2012-11-12,3.9,North West,Private Limited,1.0,2,0,2015,339670,-144153.0,2844870,-1639178.0,2700717,2505200.0,,,,-1783331.0,1061539.0,2.356,0.6268585207759932,195517.0,,,0,70100.0,0,2026-03-24,1,21085.13,2016,2016,1.0,1,,
